w,0
w,600
w,600
w,0
w,600
w,2100
s,2100
d,1900
hfhf,1300
w,1000
w,2100
a,1300
w,2100
x,600
a,500
a,1500
w,1600
w,0
w,400
w,700
a,2100
w,1500
w,2100
w,1400
w,2100
a,2100
w,2100
w,2100
w,1900
a,1300
w,1000
w,1700
w,2100
w,2100
w,2100
w,1900
w,2100
w,2100
w,800
x,1500
w,1900
q,800
w,2100
w,2100
w,1700
w,2100
